'Long Wharf Real Estate Partners V','Long Wharf Capital',952.99,19.78,2.04,26.47,177.07,77.15
'Longbow UK Real Estate Debt Investments II','ICG',161.51,20.94,2.13,19.93,192.86,78.09
'Longitude Venture Partners','Longitude Capital',47.39,12.52,1.69,35.86,132.93,64.29
'Longitude Venture Partners II','Longitude Capital',722.76,4.30,1.13,113.05,0.00,86.87
'Longitude Venture Partners III','Longitude Capital',77.92,4.49,1.22,122.13,0.00,46.40
'Longreach Capital Partners 2','Longreach Group',117.49,20.50,1.97,0.00,197.20,100.00
'Longview Funding','RCG Longview',181.00,42.42,1.70,109.68,60.30,80.03
'Longworth Venture Partners II','Longworth Venture Partners',60.00,8.24,1.62,0.00,162.00,99.00
'Louisiana Fund I','LSU Research and Technology Foundation',330.00,0.97,1.04,0.00,104.00,100.00
'Lovell Minnick Equity Partners','Lovell Minnick Partners',460.00,27.17,2.24,0.00,224.00,100.00
'Lovell Minnick Equity Partners II','Lovell Minnick Partners',750.00,3.40,1.22,3.62,118.21,100.00
'Lovell Minnick Equity Partners III','Lovell Minnick Partners',1133.00,26.70,2.77,51.67,224.94,100.00
'Lovell Minnick Equity Partners IV','Lovell Minnick Partners',1136.00,19.80,1.68,127.38,40.61,101.95
'Lowe Structured Investment Fund','Lowe Enterprises Investors',215.00,19.55,1.76,125.41,50.20,69.22
'Lubert Adler Real Estate Fund II','Lubert-Adler',120.00,7.00,1.75,27.60,147.10,93.00
'Lubert Adler Real Estate Fund III','Lubert-Adler',262.50,13.20,2.14,9.30,204.40,94.30
'Lubert Adler Real Estate Fund IV','Lubert-Adler',407.00,21.40,2.23,141.70,81.00,81.10
'Lubert Adler Real Estate Fund V','Lubert-Adler',503.00,19.00,1.22,121.70,0.00,34.40
'Lubert Adler Real Estate Fund VI','Lubert-Adler',414.00,8.30,1.13,0.00,113.46,100.00
'Lubert Adler Real Estate Fund VI-A','Lubert-Adler',216.00,34.84,5.33,0.00,533.36,100.00
'Lubert Adler Real Estate Fund VII','Lubert-Adler',311.00,14.90,2.08,0.00,208.26,96.57
'Lubert-Adler Real Estate Fund VI-B','Lubert-Adler',1244.00,21.81,2.37,0.00,237.04,91.16
'Lubert-Adler/Laramar Urban Neighborhood Fund','Lubert-Adler',1852.00,11.20,1.96,1.10,195.30,102.30
'Lumerity Capital Partners','Lumerity Capital',5300.00,18.90,2.47,70.20,176.40,101.30
'Lumira Capital I','Lumira Ventures',6250.00,15.70,1.74,111.80,61.90,107.50
'Lyonnaise Asia Water','Lyonnaise Asia Water',162.00,5.62,1.24,0.00,124.25,104.72
'M Private Equity Fund I','SWEN Capital Partners',269.00,10.31,1.62,0.00,162.31,109.65
'M&G Debt Opportunities Fund I','M&G Investments',260.00,32.50,1.76,0.25,176.00,93.00
'M&G Debt Opportunities Fund II','M&G Investments',655.00,33.40,1.25,58.25,66.37,53.13
'M&G Debt Opportunities Fund III','M&G Investments',260.00,31.71,1.73,8.36,164.14,82.96
'M&G Real Estate Debt Fund II','M&G Investments',1020.00,8.40,1.39,5.70,133.25,88.95
'M&G Real Estate Debt Fund III','M&G Investments',291.00,10.80,1.43,0.00,143.16,96.00
'M&G UK Companies Financing Fund','M&G Investments',500.00,5.96,1.32,11.05,120.50,101.00
'M&G UK Companies Financing Fund 2','M&G Investments',675.00,-12.95,0.39,1.10,38.30,96.89
'M2 NY Pioneer Fund','Muller & Monroe Asset Management',1000.00,8.50,1.38,1.69,135.81,98.67
'M2 Private Equity Fund of Funds','Muller & Monroe Asset Management',450.00,12.19,1.43,17.10,126.10,95.82
'M2 Private Equity Fund of Funds II','Muller & Monroe Asset Management',691.00,13.14,1.43,101.74,40.83,97.40
'MAI Wealth Income and Growth Fund','Oak Street Real Estate Capital',423.00,46.00,4.04,0.00,404.00,94.00
'MB Asia Real Estate Fund','Blackstone Group',875.00,3.20,1.20,20.24,99.61,94.10
'MBK Partners II','MBK Partners',274.80,9.60,1.47,93.19,53.36,87.23
'MBK Partners III','MBK Partners',51.20,11.57,2.03,17.64,184.88,100.00
'MBO Capital 3','MBO Partenaires',52.00,4.32,1.33,30.85,101.65,96.85
'MBO Capital 4','MBO Partenaires',155.40,11.20,1.98,29.00,169.47,103.30
'MBO Capital FCPR','MBO Partenaires',251.00,10.70,1.90,40.91,148.86,92.00
'MCH Iberian Capital Fund I','MCH Private Equity',469.00,17.59,2.42,125.42,116.48,100.77
'MCH Iberian Capital Fund II','MCH Private Equity',356.00,20.81,2.22,127.74,94.42,90.77
'MCH Iberian Capital Fund III','MCH Private Equity',399.00,8.31,1.26,108.33,18.14,108.33
'MCH Iberian Capital Fund IV','MCH Private Equity',100.00,22.24,2.16,78.48,137.16,97.84
'MCM Capital','MCM Capital Partners',179.00,20.14,1.66,132.61,33.15,95.02
'MCP Buyout Fund No.3','Mizuho Capital Partners',84.20,27.95,2.13,173.68,39.81,96.00
'MCP Private Capital Fund II','Metric Capital Partners',200.00,52.52,1.74,148.95,25.51,94.00
'MD Asia Investors','Asia Alternatives Management',26.87,2.50,1.09,0.00,109.00,100.00
'MD Asia Investors II','Asia Alternatives Management',469.00,0.38,1.15,0.00,115.26,96.89
'MG Stratum Fund II','McKenna Gale Capital',425.96,11.54,1.54,0.00,154.32,98.61
'MGRA Genesis Value Fund','American Realty Advisors',120.57,3.85,1.10,4.80,105.40,96.43
'MHR Institutional Partners II','MHR Fund Management',85.41,12.15,1.20,0.00,119.51,74.09
'MHR Institutional Partners III','MHR Fund Management',308.95,11.60,1.10,75.10,34.40,48.10
'MK Capital I','MK Capital',17.60,13.90,1.25,0.00,125.00,100.00
'MML Capital Partners Fund VI','MML Capital Partners',72.44,5.26,1.14,0.00,114.05,73.00
'MMV Private Equity Fund','Wafra Partners',287.40,-7.30,0.68,0.00,67.84,100.00
'MNC Partners','Merced Capital',224.00,-11.50,0.58,18.53,39.68,97.28
'MOST 5-1','AJU IB Investment',425.00,20.15,1.56,107.96,48.42,81.23
'MOST 5-2','AJU IB Investment',145.50,10.29,1.15,114.83,0.00,88.80
'MPC Global Equity 8','MPC Capital',200.00,6.00,1.14,107.44,6.22,103.85
'MPEP 2014','MPEP Luxembourg Management S.à rl',75.00,17.30,2.09,54.00,155.00,100.00
'MPM BioVentures I','MPM Capital',131.00,19.00,2.02,106.00,96.00,100.00
'MPM BioVentures II','MPM Capital',175.00,11.30,1.39,115.00,24.00,100.00
'MPVenture 2','Value Italy',300.00,21.10,1.91,0.00,191.00,100.00
'MREP Distressed Strategies II','Metropolitan Real Estate Equity Management',1250.00,5.50,1.10,101.64,7.93,83.73
'MSBi Investment Fund','Inovia Capital',600.00,20.01,1.80,0.00,180.00,94.25
'MSPA Acquisition','Pyramid Hotel Group',800.00,13.43,1.52,94.00,58.00,91.10
'MSouth Equity Partners III','MSouth Equity Partners',300.00,11.50,1.87,17.33,169.77,87.31
'MUST 2','Hg',440.00,13.09,1.80,69.88,110.20,102.94
'MUST 3','Hg',875.00,47.93,2.46,204.26,41.48,84.29
'MUST 4','Hg',24.30,11.36,1.49,27.12,121.90,94.00
'Macquarie Asia Infrastructure Fund','Macquarie Infrastructure and Real Assets (MIRA)',9.50,9.10,1.83,0.00,183.00,100.00
'Macquarie Infrastructure Partners','Macquarie Infrastructure and Real Assets (MIRA)',42.00,0.29,1.02,0.00,102.13,100.00
'Macquarie Investment Trust','Macquarie Infrastructure and Real Assets (MIRA)',126.00,15.81,1.77,0.00,176.62,100.00
'Madison Dearborn Capital Partners I','Madison Dearborn Partners',300.00,-0.80,0.98,0.00,98.35,100.00
'Madison Dearborn Capital Partners II','Madison Dearborn Partners',410.00,-4.60,0.68,5.20,63.00,100.00
'Madison Dearborn Capital Partners III','Madison Dearborn Partners',261.48,18.40,1.72,27.30,144.90,96.10
'Madison Dearborn Capital Partners IV','Madison Dearborn Partners',265.15,10.80,1.13,96.90,15.80,57.40
'Madison Dearborn Capital Partners V','Madison Dearborn Partners',148.46,20.60,2.03,3.60,199.70,92.70
'Madison Dearborn Capital Partners VI','Madison Dearborn Partners',306.78,18.50,1.90,73.30,116.50,88.50
'Madison Dearborn Capital Partners VII','Madison Dearborn Partners',338.22,15.20,1.21,113.70,7.70,56.10
'Madison Realty Capital Equity Fund I','Madison Realty Capital',28.00,10.00,1.57,2.80,153.90,95.40
'Madrona Venture Fund III','Madrona Venture Group',48.80,25.90,1.59,136.80,21.90,92.20
'Maghreb Private Equity Fund II','Africinvest',365.00,43.70,2.72,40.00,231.50,92.70
'Magna Hotel Fund III','Magna Hospitality Group',95.00,20.70,2.36,0.00,235.50,100.00
'Magnum Capital','Magnum Capital Industrial Partners',424.00,4.90,1.35,0.00,134.75,97.50
'Main Capital II','Main Capital Partners',386.00,10.10,1.71,2.20,168.90,95.40
'Main Capital III','Main Capital Partners',102.00,31.40,2.89,0.00,288.90,95.40
'Main Capital IV','Main Capital Partners',1070.00,25.50,1.59,136.80,21.80,92.20
'Maj Invest Equity 5','Maj Invest Equity',153.50,11.11,1.14,114.08,0.33,63.66
'Maj Invest Financial Inclusion Fund II','Maj Invest Equity',353.00,12.00,1.07,0.00,107.02,102.60
'Malaysian Growth Opportunity Fund I','Navis Capital Partners',768.00,-98.01,0.02,0.00,2.30,100.00
'Managed Account I','25 Capital',1250.00,-4.99,0.82,0.00,81.60,100.00
'Mandarin Capital Partners I','Mandarin Capital Partners',1210.00,4.70,1.22,3.99,118.51,96.00
'Mandarin Capital Partners II','Mandarin Capital Partners',1062.00,17.73,1.42,48.54,93.05,81.35
'Mangrove IV','Mangrove Capital Partners',3000.00,13.41,1.72,26.93,145.43,103.26
'Mangrove NTVC I','Mangrove Capital Partners',1100.00,6.30,1.26,24.08,102.39,96.72
'Maranon Mezzanine Fund','Maranon Capital',1000.00,10.30,1.37,73.48,63.51,82.23
'Maranon Mezzanine Fund II','Maranon Capital',1100.00,9.97,1.14,55.20,58.51,51.41
'Marathon Currituck Fund','Marathon Asset Management',268.00,9.78,1.34,109.54,24.40,74.26
'Markaz US Industrial Realty Investment Unit I','Kuwait Financial Centre Real Estate',1150.00,14.50,1.53,10.97,142.42,100.11
'Markaz-BBK US Retail Realty Investment Unit II','Kuwait Financial Centre Real Estate',1495.00,11.40,1.27,65.11,61.76,100.00
'Market Street Capital Partners','DivcoWest',1587.00,-3.30,0.95,89.85,5.50,14.80
'Markstone Capital Partners','Markstone Capital Group',410.73,48.10,3.53,53.50,299.50,77.77
'Marlborough Capital Investment I','Marlborough Capital Advisors',397.00,50.00,3.46,0.00,345.92,100.00
'Marlin Heritage','Marlin Equity Partners',140.00,10.00,1.51,35.00,116.20,97.00
'Marquette Venture II','Marquette Venture Partners',120.45,-8.80,0.51,51.00,0.22,98.00
'Marwit Capital Partners II','Marwit Capital Partners',78.30,8.40,1.43,15.51,127.05,90.73
'Marwyn Value Investors','Marwyn',91.70,12.20,1.21,52.90,68.10,94.10
'Maryland Venture Capital Trust','Maryland Venture Capital Trust',192.00,8.82,1.31,67.69,62.95,115.69
'Mason Wells Buyout Fund I','Mason Wells',365.00,25.82,1.63,163.37,0.01,98.18
'Mason Wells Buyout Fund III','Mason Wells',106.64,8.40,1.74,0.00,174.30,100.00
'Mason Wells Buyout Fund IV','Mason Wells',229.83,8.70,1.63,2.40,160.10,100.00
'Masseran France Sélection 1','Flexstone Partners',420.65,24.00,2.49,0.00,249.00,100.00
'MatlinPatterson Global Opportunities Fund','MatlinPatterson Global Advisers',4.00,25.50,1.88,0.00,188.00,100.00
'MatlinPatterson Global Opportunities Partners II','MatlinPatterson Global Advisers',4.00,33.10,1.89,0.00,189.00,100.00
'Matrix Partners II','Matrix Partners',10.00,17.00,1.98,0.00,198.00,100.00
'Matrix Partners III','Matrix Partners',10.00,30.10,2.70,0.00,270.00,100.00
'Matrix Partners IV','Matrix Partners',27.00,15.38,1.92,35.33,157.13,100.00
'Matrix Partners V','Matrix Partners',25.00,10.70,1.51,0.00,151.00,100.00
'Matrix Partners VI','Matrix Partners',19.00,5.95,1.17,0.00,117.00,100.00
'Matrix Partners VII','Matrix Partners',38.30,14.77,1.56,98.37,57.99,100.00
'Mayfield India I','Mayfield',200.00,10.40,1.17,24.70,91.90,64.60
'Mayfield VI','Mayfield',1000.00,24.24,1.49,117.60,31.88,74.32
'Mayfield VII','Mayfield',1058.10,2.09,1.03,78.72,24.31,69.51
'Mayfield VIII','Mayfield',500.00,22.72,2.04,173.98,29.87,91.22
'Mayfield XI','Mayfield',1750.00,23.21,1.52,115.59,36.14,76.75
'Mayfield XIV','Mayfield',300.00,4.97,1.41,33.92,107.57,99.47
'McCarthy Capital Fund V','McCarthy Capital',277.46,8.70,1.59,22.71,136.74,97.00
'McCarthy Capital Fund VI','McCarthy Capital',527.00,6.50,1.46,24.39,121.66,94.00
'McCown De Leeuw & Co IV','McCown De Leeuw & Co',750.00,10.00,1.88,54.60,133.20,86.60
'McCown De Leeuw III','McCown De Leeuw & Co',321.00,11.70,1.22,74.90,47.50,95.00
'McCoy Investments','Vedanta Capital',100.00,15.80,1.76,0.05,175.95,97.93
'McCoy Investments II','Vedanta Capital',202.00,8.90,1.48,8.25,139.75,93.86
'McDowell Fund VI','McDowell Properties',316.00,25.61,1.52,78.78,73.62,113.94
'McDowell Multifamily Distressed Debt & Equity Fund II','McDowell Properties',1553.00,19.15,1.74,0.00,174.40,108.07
'McDowell Multifamily Partners','McDowell Properties',6600.00,14.72,1.16,107.71,8.14,70.14
'McDowell Multifamily Partners III','McDowell Properties',3000.00,6.39,1.24,27.20,97.18,115.64
'McMorgan Infrastructure Fund I','McMorgan & Company',155.00,-6.29,0.54,19.77,34.04,99.16
'Meadow Real Estate Fund II','Meadow Partners',195.00,1.92,1.15,29.13,85.65,89.33
'Meadow Real Estate Fund III','Meadow Partners',195.00,7.00,1.55,25.56,129.44,90.00
'Media / Communications Partners','M/C Partners',1728.24,20.60,1.67,0.00,167.40,78.60
'Media / Communications Partners II','M/C Partners',1455.25,22.40,1.68,0.00,167.60,100.00
'Media / Communications Partners IV','M/C Partners',714.00,15.70,1.18,112.33,5.67,57.31
'Media / Communications Partners VI','M/C Partners',304.40,9.37,1.51,110.00,41.00,98.30
'Medica III','Medica Venture Partners',750.00,15.00,1.88,93.29,94.24,104.74
'Mediterra Capital Partners I','Mediterra Capital',92.82,11.00,1.71,0.00,170.60,96.60
'Medley Opportunity Fund II','Medley',131.85,3.00,1.10,0.00,110.20,100.00
'Mekong Enterprise Fund','Mekong Capital',201.02,33.00,1.92,0.00,192.00,96.20
'Mekong Enterprise Fund II','Mekong Capital',200.00,11.77,1.60,0.00,160.06,79.93
'Mekong Enterprise Fund III','Mekong Capital',305.00,7.33,1.32,0.00,132.10,81.00
'Mengus I','Mengus',393.00,26.21,1.74,82.38,91.91,79.04
'Mengus II','Mengus',59.30,5.21,1.12,75.10,36.79,92.83
'Mengus III','Mengus',25.00,-4.10,0.82,0.00,82.43,100.00
'Menlo Evergreen V','Menlo Ventures',260.00,-22.36,0.23,0.00,22.89,102.00
'Menlo Special Opportunities Fund','Menlo Ventures',355.00,2.86,1.14,0.00,114.10,102.65
'Menlo Ventures III','Menlo Ventures',100.00,21.25,1.64,0.00,164.45,87.76
'Menlo Ventures IV','Menlo Ventures',120.00,12.47,1.30,76.72,53.42,92.51
'Menlo Ventures VI','Menlo Ventures',270.00,6.40,1.41,35.43,105.20,99.14
'Menlo Ventures X','Menlo Ventures',1192.00,15.90,1.87,46.63,140.67,105.98
'Menlo Ventures XI','Menlo Ventures',1500.00,16.22,1.37,97.66,39.45,90.64
'Merced II','Merced Capital',516.00,16.96,1.25,101.49,23.81,67.86
'Merced III','Merced Capital',494.60,9.55,1.60,34.80,125.64,89.45
'Merced IV','Merced Capital',261.50,10.30,1.51,62.65,88.58,86.99
'Merck Lumira Biosciences Fund','Lumira Ventures',426.80,7.80,1.28,102.67,25.56,73.77
'Mercury Capital Partners IV','Mercury Capital Partners',591.00,14.38,1.45,10.06,135.09,88.64
'Meridia Capital Hospitality I','Meridia Capital Partners',900.00,14.38,1.39,59.25,79.56,78.65
'Meridiam North American Infrastructure Fund II','Meridiam',1900.00,31.64,1.22,99.05,23.32,53.59
'Merit Energy Partners J','Merit Energy Partners',70.00,28.00,3.90,0.00,390.00,100.00
'Merit Mezzanine Fund VI','Merit Capital Partners',437.90,13.50,1.27,64.30,63.10,101.42
'Merlin Nexus I','Merlin Nexus',357.00,1.39,1.06,0.00,106.17,102.24
'Merlin Nexus II','Merlin Nexus',166.00,-2.57,0.92,0.00,91.94,74.29
'Merrill Lynch Cap App I','Bank of America Merrill Lynch',235.00,-7.80,0.79,0.00,79.30,100.00
'Merrill Lynch Cap App II','Bank of America Merrill Lynch',350.00,-2.20,0.86,18.30,68.00,95.00
'Merrill Pickard Anderson & Eyre V','Merrill Pickard Anderson & Eyre',339.00,15.50,1.55,40.00,115.00,87.00
'Merus Capital Fund I','Merus Capital',100.00,3.20,1.18,112.50,5.55,39.65
'Mesa West Real Estate Income Fund','Mesa West Capital',16.30,10.48,2.08,0.00,207.93,100.00
'Mesa West Real Estate Income Fund II','Mesa West Capital',57.40,11.02,2.73,0.00,272.78,100.00
'Mesa West Real Estate Income Fund III','Mesa West Capital',53.80,8.95,2.06,0.00,206.27,99.87
'Mesa West Real Estate Income Fund IV','Mesa West Capital',101.00,10.66,2.27,0.00,227.22,100.00
'Mesirow Capital Partners III','Mesirow Financial',55.00,11.50,2.58,0.00,257.92,100.00
'Mesirow Capital Partners IX','Mesirow Financial',98.00,8.27,2.00,0.00,199.54,100.00
'Mesirow Capital Partners V','Mesirow Financial',425.00,13.80,1.52,0.00,151.60,100.00
'Mesirow Capital Partners VI','Mesirow Financial',200.00,12.26,1.43,0.00,143.24,100.00
'Mesirow Capital Partners VII','Mesirow Financial',394.00,8.55,1.40,0.14,139.68,98.00
'Mesirow Capital Partners VIII','Mesirow Financial',449.00,13.42,1.50,3.94,145.96,95.39
'Mesirow Financial Capital Partners X','Mesirow Financial',619.00,7.09,1.18,51.34,66.17,102.63
'Mesirow Financial Private Equity Partnership Fund III','Mesirow Financial',156.00,1.93,1.03,0.00,103.00,100.00
'Mesirow Financial Private Equity Partnership Fund IV','Mesirow Financial',256.00,8.40,1.53,8.58,144.72,100.00
'Mesirow Financial Private Equity Partnership Fund V','Mesirow Financial',337.40,-0.45,0.94,81.33,13.15,100.00
'Mesirow Financial Private Equity Partnership Fund VI','Mesirow Financial',632.00,1.50,1.18,54.31,63.81,100.00
'Mesirow Financial Real Estate Value Fund','Mesirow Financial Institutional Real Estate – Direct',553.00,-0.59,0.98,85.60,12.09,100.00
'Mesirow Financial Real Estate Value Fund II','Mesirow Financial Institutional Real Estate – Direct',344.00,0.80,1.73,148.85,24.60,100.00
'Mesirow Partnership Fund II','Mesirow Financial',412.00,4.14,1.18,110.61,7.81,100.00
'Metier Capital Growth Fund II','Metier',528.10,2.01,1.04,101.57,2.66,66.60
'Metric Institutional Apartment Fund II','BlackRock',40.00,-11.35,0.65,8.99,56.26,100.00
'Metropolitan Real Estate Equity Partners VI','Metropolitan Real Estate Equity Management',132.74,9.93,1.33,45.93,86.98,80.06
'Metropolitan Real Estate Partners International III','Metropolitan Real Estate Equity Management',53.00,13.58,1.45,0.00,145.49,87.92
'Metropolitan Workforce Housing Fund','Phoenix Realty Group',176.60,9.33,1.59,0.12,159.32,85.79
'Mexico Ventures','Corporación Mexicana de Inversiones de Capital',129.06,10.03,1.64,0.15,163.75,84.48
'Mexico Ventures I Annex Fund','Corporación Mexicana de Inversiones de Capital',572.31,17.66,1.89,50.46,138.30,81.71
'Meyer Bergman European Retail Partners','Meyer Bergman',402.47,9.09,1.25,121.66,3.49,93.13
'Mezzanine Fund','Rialto Capital Management',120.00,42.29,1.61,80.36,80.35,60.23
'Mezzanine Partners I','Ethos',109.00,7.31,1.96,95.52,100.89,74.91
'Mezzanine Partners II','Ethos',165.50,12.40,1.47,80.29,66.36,90.77
'Mezzanine Realty Partners','Pearlmark Real Estate Partners',350.40,4.51,1.32,57.80,74.56,88.39
'Mezzanine Realty Partners III','Pearlmark Real Estate Partners',62.90,37.89,2.02,0.00,201.70,100.00
'Michelangelo Fund','Sorgente Group Italia SpA',484.70,11.10,1.38,100.09,37.47,85.61
'Mid Europa Fund III','Mid Europa Partners',180.80,1.51,1.09,0.00,108.71,94.16
'MidOcean Partners III','MidOcean Credit Partners',50.00,20.40,1.54,0.00,154.03,87.46
'Middle Market Fund II','Azulis Capital',160.50,-0.73,0.95,3.79,91.59,100.00
'Middle Market Fund III','Azulis Capital',168.50,13.69,1.26,115.98,10.02,91.89
'Midwest Mezzanine Fund I','Midwest Mezzanine Funds',134.20,21.27,1.95,4.35,190.83,95.68
'Midwest Mezzanine Fund II','Midwest Mezzanine Funds',407.00,12.67,1.46,61.47,84.65,89.92
'Midwest Mezzanine Fund III','Midwest Mezzanine Funds',428.50,11.45,1.24,118.52,5.76,85.87
'Midwest Mezzanine Fund IV','Midwest Mezzanine Funds',57.80,27.50,2.87,141.73,144.80,90.30
'Milestone 2007','Milestone Capital',78.20,-0.67,0.97,75.61,21.31,93.38
'Milestone Partners II','Milestone Partners',51.70,-4.66,0.67,13.38,53.90,100.00
'Milestone Partners III','Milestone Partners',76.00,23.41,3.58,0.00,358.07,89.57
'Milestone Partners IV','Milestone Partners',151.50,27.35,3.14,0.00,314.26,66.72
'Mill City Fund II','Mill City Capital',47.40,22.62,3.18,0.25,317.71,100.00
'Mill Road Capital','Mill Road Capital',66.00,29.80,2.86,0.00,285.66,85.80
'Mill Road Capital II','Mill Road Capital',50.00,16.99,1.70,0.00,170.00,96.23
'Miller Global Fund II','Miller Global Properties',672.00,-9.91,0.83,70.39,12.50,72.13
'Miller Global Fund III','Miller Global Properties',350.00,10.70,1.83,5.22,177.55,100.00
'Miller Global Fund IV','Miller Global Properties',734.00,10.40,1.71,8.35,162.97,97.75
'Miller Global Fund V','Miller Global Properties',1010.10,20.90,1.81,115.81,65.08,96.77
'Mission Bay Capital II','Mission Bay Capital',380.70,17.30,1.47,109.30,37.61,76.92
'Missouri PERS','Grove Street Advisors',339.60,18.60,1.33,116.40,16.86,69.30
'Missouri PERS II','Grove Street Advisors',447.00,23.10,1.30,112.95,16.97,54.04
'Mobius Technology Ventures VI','Mobius Venture Capital',250.00,11.40,1.76,0.00,176.29,100.00
'Mohawk River Fund II','HarbourVest Partners',101.00,19.57,1.90,0.00,190.09,100.00
'Mohr Davidow Ventures III','Mohr Davidow Ventures',849.50,8.80,1.41,0.00,141.07,98.12
'Mohr Davidow Ventures IV','Mohr Davidow Ventures',400.00,-2.00,0.83,0.00,83.48,97.58
'Monarch Capital Partners','Monarch Alternative Capital',1717.20,8.60,1.55,0.21,155.04,98.50
'Monarch Capital Partners II','Monarch Alternative Capital',2886.00,13.72,1.74,0.00,174.49,97.50
'Monarch Capital Partners III','Monarch Alternative Capital',400.00,13.39,1.72,0.00,171.94,100.05
'Monitor Clipper I','Monitor Clipper Partners',2151.30,14.20,1.78,0.00,178.31,97.50
'Monomoy Capital Partners II','Monomoy Capital Partners',153.54,13.00,1.71,0.00,170.72,98.00
'Monroe Capital Partners Fund','Monroe Capital',93.04,5.90,1.59,22.89,136.32,96.00
'Monroe Capital Private Credit Fund I','Monroe Capital',54.64,11.30,1.75,7.52,167.01,96.50
'Monroe Capital Private Credit Fund II','Monroe Capital',10.10,5.80,1.38,15.12,123.26,86.00
'Monroe Capital Senior Secured Direct Loan Fund','Monroe Capital',507.30,10.80,1.52,90.98,61.51,94.00
'Monroe FCM Direct Loan Fund','Monroe Capital',207.40,4.30,1.18,93.01,24.63,97.50
'Monroe Private Credit Fund A','Monroe Capital',48.62,14.30,1.65,95.80,69.37,91.50
'Montagu III','Montagu Private Equity',152.46,14.90,1.78,100.95,76.61,92.50
'Montagu IV','Montagu Private Equity',276.80,15.30,1.31,116.50,14.41,71.67
'Montagu V','Montagu Private Equity',33.30,10.60,1.19,104.59,14.29,59.50
'Montauk Partners','Montauk TriGuard',150.15,15.40,1.31,108.30,22.27,57.50
'Montauk Partners II','Montauk TriGuard',1541.80,16.40,1.32,114.95,17.34,63.66
'Montauk TriGuard V','Montauk TriGuard',3134.29,7.90,1.60,22.19,138.20,96.00
'Montauk TriGuard VI','Montauk TriGuard',1912.67,14.50,1.67,103.61,63.78,94.00
'Montauk TriGuard VII','Montauk TriGuard',148.00,1.80,1.14,0.00,113.50,100.00
'Montefiore Investment II','Montefiore Investment',140.40,2.40,1.15,84.84,30.03,97.25
'Montefiore Investment III','Montefiore Investment',130.30,7.30,1.18,95.84,22.33,65.25
'Montreux Equity Partners IV','Montreux Equity Partners',200.00,8.60,1.93,0.00,193.36,100.00
'Monument Capital Partners I','Monument Capital Partners',200.00,13.80,2.16,0.00,215.76,100.00
'Monument Capital Partners II','Monument Capital Partners',169.00,5.57,1.23,0.00,122.84,100.00
'Moorfield Real Estate Fund III','Moorfield Group',196.00,42.30,3.89,0.00,389.14,95.00
'Morgan Creek Partners Asia','Morgan Creek Capital Management',1402.60,17.20,1.60,88.26,71.43,75.25
'Morgan Creek Partners Venture Access Fund','Union Grove Venture Partners',537.30,16.50,1.62,101.50,60.98,80.55
'Morgan Grenfell Equity Partners II','Deutsche Bank Asset Management',246.00,13.80,1.47,87.04,59.55,67.50
'Morgan Stanley AIP Global Diversified Fund - PMF II','Morgan Stanley Alternative Investment Partners',246.00,14.70,1.47,92.51,54.75,67.50
'Morgan Stanley Capital Partners III','Morgan Stanley',1149.20,17.10,1.72,125.71,45.85,95.00
'Morgan Stanley Global Emerging Markets Private Inv','Morgan Stanley Private Equity Asia',379.00,31.80,1.43,120.87,22.14,60.19
'Morgan Stanley Leveraged Equity Fund I','Morgan Stanley',707.00,15.30,1.70,0.81,169.63,98.50
'Morgan Stanley Leveraged Equity Fund II','Morgan Stanley',1084.00,12.30,1.85,0.76,184.04,95.50
'Morgan Stanley Private Markets Fund I','Morgan Stanley Alternative Investment Partners',500.00,-0.14,0.99,6.45,92.47,98.50
'Morgan Stanley Private Markets Fund III','Morgan Stanley Alternative Investment Partners',3030.00,3.70,1.29,1.01,127.59,98.00
'Morgan Stanley Private Markets Fund VI','Morgan Stanley Alternative Investment Partners',2020.00,8.90,1.67,6.43,161.05,94.50
'Morgan Stanley Venture Partners 2002','MSDW Venture Partners',428.40,6.50,1.47,6.25,140.58,94.00
'Morgan Stanley Venture Partners II','MSDW Venture Partners',2020.00,6.80,1.60,17.70,141.99,98.25
'Morgan Stanley Venture Partners III','MSDW Venture Partners',2938.00,10.50,1.72,34.40,137.81,95.50
'Morgan Stanley Venture Partners IV','MSDW Venture Partners',485.00,7.40,1.38,19.61,118.22,96.00
'Morgenthaler Venture Partners II','Morgenthaler Ventures',2085.00,10.50,1.85,58.54,126.77,98.00
'Morgenthaler Venture Partners III','Morgenthaler Ventures',1181.00,24.90,1.30,115.05,15.37,29.71
'Morgenthaler Venture Partners IV','Morgenthaler Ventures',423.40,25.80,1.30,116.41,14.06,34.13
'Morgenthaler Venture Partners V','Morgenthaler Ventures',743.00,28.60,1.35,127.52,7.42,48.75
'Morgenthaler Venture Partners VI','Morgenthaler Ventures',366.00,54.70,1.43,135.25,7.94,43.00
'Morgenthaler Venture Partners VII','Morgenthaler Ventures',1767.70,14.20,1.18,110.03,8.03,77.08
'Morgenthaler Venture Partners VIII','Morgenthaler Ventures',200.00,12.24,1.37,102.75,34.37,81.05
'Morrison Street Debt Opportunities Fund','Morrison Street Capital',33.00,8.00,1.28,40.00,88.00,99.00
'Morrison Street Fund I','Morrison Street Capital',79.20,11.00,1.31,86.00,45.00,95.00
'Morrison Street Fund IV','Morrison Street Capital',98.50,14.00,1.16,98.00,18.00,79.00
